idx,image_filename,ra,dec,extended_label,t01_smooth_or_features_a01_smooth_count,t01_smooth_or_features_a01_smooth_weight,t01_smooth_or_features_a01_smooth_fraction,t01_smooth_or_features_a01_smooth_weighted_fraction,t01_smooth_or_features_a01_smooth_debiased,t01_smooth_or_features_a01_smooth_flag,t01_smooth_or_features_a02_features_or_disk_count,t01_smooth_or_features_a02_features_or_disk_weight,t01_smooth_or_features_a02_features_or_disk_fraction,t01_smooth_or_features_a02_features_or_disk_weighted_fraction,t01_smooth_or_features_a02_features_or_disk_debiased,t01_smooth_or_features_a02_features_or_disk_flag,t01_smooth_or_features_a03_star_or_artifact_count,t01_smooth_or_features_a03_star_or_artifact_weight,t01_smooth_or_features_a03_star_or_artifact_fraction,t01_smooth_or_features_a03_star_or_artifact_weighted_fraction,t01_smooth_or_features_a03_star_or_artifact_debiased,t01_smooth_or_features_a03_star_or_artifact_flag,t02_edgeon_a04_yes_count,t02_edgeon_a04_yes_weight,t02_edgeon_a04_yes_fraction,t02_edgeon_a04_yes_weighted_fraction,t02_edgeon_a04_yes_debiased,t02_edgeon_a04_yes_flag,t02_edgeon_a05_no_count,t02_edgeon_a05_no_weight,t02_edgeon_a05_no_fraction,t02_edgeon_a05_no_weighted_fraction,t02_edgeon_a05_no_debiased,t02_edgeon_a05_no_flag,t03_bar_a06_bar_count,t03_bar_a06_bar_weight,t03_bar_a06_bar_fraction,t03_bar_a06_bar_weighted_fraction,t03_bar_a06_bar_debiased,t03_bar_a06_bar_flag,t03_bar_a07_no_bar_count,t03_bar_a07_no_bar_weight,t03_bar_a07_no_bar_fraction,t03_bar_a07_no_bar_weighted_fraction,t03_bar_a07_no_bar_debiased,t03_bar_a07_no_bar_flag,t04_spiral_a08_spiral_count,t04_spiral_a08_spiral_weight,t04_spiral_a08_spiral_fraction,t04_spiral_a08_spiral_weighted_fraction,t04_spiral_a08_spiral_debiased,t04_spiral_a08_spiral_flag,t04_spiral_a09_no_spiral_count,t04_spiral_a09_no_spiral_weight,t04_spiral_a09_no_spiral_fraction,t04_spiral_a09_no_spiral_weighted_fraction,t04_spiral_a09_no_spiral_debiased,t04_spiral_a09_no_spiral_flag,t05_bulge_prominence_a10_no_bulge_count,t05_bulge_prominence_a10_no_bulge_weight,t05_bulge_prominence_a10_no_bulge_fraction,t05_bulge_prominence_a10_no_bulge_weighted_fraction,t05_bulge_prominence_a10_no_bulge_debiased,t05_bulge_prominence_a10_no_bulge_flag,t05_bulge_prominence_a11_just_noticeable_count,t05_bulge_prominence_a11_just_noticeable_weight,t05_bulge_prominence_a11_just_noticeable_fraction,t05_bulge_prominence_a11_just_noticeable_weighted_fraction,t05_bulge_prominence_a11_just_noticeable_debiased,t05_bulge_prominence_a11_just_noticeable_flag,t05_bulge_prominence_a12_obvious_count,t05_bulge_prominence_a12_obvious_weight,t05_bulge_prominence_a12_obvious_fraction,t05_bulge_prominence_a12_obvious_weighted_fraction,t05_bulge_prominence_a12_obvious_debiased,t05_bulge_prominence_a12_obvious_flag,t05_bulge_prominence_a13_dominant_count,t05_bulge_prominence_a13_dominant_weight,t05_bulge_prominence_a13_dominant_fraction,t05_bulge_prominence_a13_dominant_weighted_fraction,t05_bulge_prominence_a13_dominant_debiased,t05_bulge_prominence_a13_dominant_flag,t06_odd_a14_yes_count,t06_odd_a14_yes_weight,t06_odd_a14_yes_fraction,t06_odd_a14_yes_weighted_fraction,t06_odd_a14_yes_debiased,t06_odd_a14_yes_flag,t06_odd_a15_no_count,t06_odd_a15_no_weight,t06_odd_a15_no_fraction,t06_odd_a15_no_weighted_fraction,t06_odd_a15_no_debiased,t06_odd_a15_no_flag,t07_rounded_a16_completely_round_count,t07_rounded_a16_completely_round_weight,t07_rounded_a16_completely_round_fraction,t07_rounded_a16_completely_round_weighted_fraction,t07_rounded_a16_completely_round_debiased,t07_rounded_a16_completely_round_flag,t07_rounded_a17_in_between_count,t07_rounded_a17_in_between_weight,t07_rounded_a17_in_between_fraction,t07_rounded_a17_in_between_weighted_fraction,t07_rounded_a17_in_between_debiased,t07_rounded_a17_in_between_flag,t07_rounded_a18_cigar_shaped_count,t07_rounded_a18_cigar_shaped_weight,t07_rounded_a18_cigar_shaped_fraction,t07_rounded_a18_cigar_shaped_weighted_fraction,t07_rounded_a18_cigar_shaped_debiased,t07_rounded_a18_cigar_shaped_flag,t08_odd_feature_a19_ring_count,t08_odd_feature_a19_ring_weight,t08_odd_feature_a19_ring_fraction,t08_odd_feature_a19_ring_weighted_fraction,t08_odd_feature_a19_ring_debiased,t08_odd_feature_a19_ring_flag,t08_odd_feature_a20_lens_or_arc_count,t08_odd_feature_a20_lens_or_arc_weight,t08_odd_feature_a20_lens_or_arc_fraction,t08_odd_feature_a20_lens_or_arc_weighted_fraction,t08_odd_feature_a20_lens_or_arc_debiased,t08_odd_feature_a20_lens_or_arc_flag,t08_odd_feature_a21_disturbed_count,t08_odd_feature_a21_disturbed_weight,t08_odd_feature_a21_disturbed_fraction,t08_odd_feature_a21_disturbed_weighted_fraction,t08_odd_feature_a21_disturbed_debiased,t08_odd_feature_a21_disturbed_flag,t08_odd_feature_a22_irregular_count,t08_odd_feature_a22_irregular_weight,t08_odd_feature_a22_irregular_fraction,t08_odd_feature_a22_irregular_weighted_fraction,t08_odd_feature_a22_irregular_debiased,t08_odd_feature_a22_irregular_flag,t08_odd_feature_a23_other_count,t08_odd_feature_a23_other_weight,t08_odd_feature_a23_other_fraction,t08_odd_feature_a23_other_weighted_fraction,t08_odd_feature_a23_other_debiased,t08_odd_feature_a23_other_flag,t08_odd_feature_a24_merger_count,t08_odd_feature_a24_merger_weight,t08_odd_feature_a24_merger_fraction,t08_odd_feature_a24_merger_weighted_fraction,t08_odd_feature_a24_merger_debiased,t08_odd_feature_a24_merger_flag,t08_odd_feature_a38_dust_lane_count,t08_odd_feature_a38_dust_lane_weight,t08_odd_feature_a38_dust_lane_fraction,t08_odd_feature_a38_dust_lane_weighted_fraction,t08_odd_feature_a38_dust_lane_debiased,t08_odd_feature_a38_dust_lane_flag,t09_bulge_shape_a25_rounded_count,t09_bulge_shape_a25_rounded_weight,t09_bulge_shape_a25_rounded_fraction,t09_bulge_shape_a25_rounded_weighted_fraction,t09_bulge_shape_a25_rounded_debiased,t09_bulge_shape_a25_rounded_flag,t09_bulge_shape_a26_boxy_count,t09_bulge_shape_a26_boxy_weight,t09_bulge_shape_a26_boxy_fraction,t09_bulge_shape_a26_boxy_weighted_fraction,t09_bulge_shape_a26_boxy_debiased,t09_bulge_shape_a26_boxy_flag,t09_bulge_shape_a27_no_bulge_count,t09_bulge_shape_a27_no_bulge_weight,t09_bulge_shape_a27_no_bulge_fraction,t09_bulge_shape_a27_no_bulge_weighted_fraction,t09_bulge_shape_a27_no_bulge_debiased,t09_bulge_shape_a27_no_bulge_flag
0,datafinal2/images\0.jpg,240.0302582,54.8972435,2,41,41.0,0.931999981,0.931999981,0.925000012,1,1,1.0,0.023,0.023,0.075000003,0,2,2.0,0.045000002,0.045000002,0.026000001,0,0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1.0,1.0,1,3,3.0,0.071000002,0.071000002,0.150479811,0,39,39.0,0.92900002,0.92900002,0.868830405,1,21,21.0,0.512000024,0.512000024,0.458480086,0,20,20.0,0.488000005,0.488000005,0.468409179,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,2.0,0.666999996,0.666999996,0.620318401,0,1,1.0,0.333000004,0.333000004,0.222767443,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
1,datafinal2/images\1.jpg,10.69500065,0.300466985,3,32,31.21199989,0.82099998,0.816999972,0.742999971,0,6,6.0,0.153999999,0.157000005,0.093000002,0,1,1.0,0.026000001,0.026000001,0.026000001,0,0,0.0,0.0,0.0,0.0,0,6,6.0,1.0,1.0,1.0,1,5,5.0,0.833000004,0.833000004,0.969041724,1,1,1.0,0.166999996,0.166999996,0.007084553,0,2,2.0,0.333000004,0.333000004,0.838095044,1,4,4.0,0.666999996,0.666999996,0.151547415,0,0,0.0,0.0,0.0,0.0,0,3,3.0,0.5,0.5,0.551395567,0,3,3.0,0.5,0.5,0.503564745,0,0,0.0,0.0,0.0,0.0,0,3,2.211999893,0.079000004,0.059,0.083123118,0,35,35.0,0.921000004,0.940999985,0.912832087,1,6,6.0,0.187999994,0.192000002,0.163594733,0,26,25.21199989,0.811999977,0.808000028,0.805328109,1,0,0.0,0.0,0.0,0.0,0,1,0.211999997,0.333000004,0.096000001,0.893477413,1,0,0.0,0.0,0.0,0.0,0,2,2.0,0.666999996,0.903999984,0.910685531,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
2,datafinal2/images\2.jpg,177.0986023,64.2986908,2,34,34.0,0.91900003,0.91900003,0.823000014,1,2,2.0,0.054000001,0.054000001,0.575999975,0,1,1.0,0.027000001,0.027000001,0.025,0,0,0.0,0.0,0.0,0.0,0,2,2.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,2,2.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,2,2.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.5,0.5,0.52695349,0,1,1.0,0.5,0.5,0.269509511,0,1,1.0,0.027000001,0.027000001,0.040414768,0,36,36.0,0.97299999,0.97299999,0.950432884,1,34,34.0,0.971000016,0.971000016,0.973348122,1,1,1.0,0.028999999,0.028999999,0.011556733,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
3,datafinal2/images\3.jpg,206.0891113,2.135734558,3,39,39.0,0.885999978,0.885999978,0.762000024,0,2,2.0,0.045000002,0.045000002,0.128999993,0,3,3.0,0.068000004,0.068000004,0.025,0,0,0.0,0.0,0.0,0.0,0,2,2.0,1.0,1.0,1.0,1,1,1.0,0.5,0.5,0.825405793,1,1,1.0,0.5,0.5,0.128386713,0,0,0.0,0.0,0.0,0.0,0,2,2.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.5,0.5,0.503263282,0,1,1.0,0.5,0.5,0.476913697,0,0,0.0,0.0,0.0,0.0,0,41,41.0,1.0,1.0,1.0,1,2,2.0,0.050999999,0.050999999,0.025233358,0,36,36.0,0.922999978,0.922999978,0.931068188,1,1,1.0,0.026000001,0.026000001,0.050102378,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
4,datafinal2/images\4.jpg,38.08281326,-0.549013436,3,40,40.0,0.851000011,0.867999971,0.5,0,6,6.0,0.128000006,0.129999995,0.537999988,0,1,0.079000004,0.021,0.002,0.0,0,1,1.0,0.166999996,0.166999996,0.068619136,0,5,5.0,0.833000004,0.833000004,0.913571631,1,1,1.0,0.200000003,0.200000003,0.466174302,0,4,4.0,0.800000012,0.800000012,0.505944158,0,0,0.0,0.0,0.0,0.0,0,5,5.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,4,4.0,0.800000012,0.800000012,0.841450593,1,1,1.0,0.200000003,0.200000003,0.270531294,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.022,0.022,0.03625701,0,45,45.0,0.977999985,0.977999985,0.960064091,1,1,1.0,0.025,0.025,0.011771619,0,39,39.0,0.975000024,0.975000024,0.978400462,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
5,datafinal2/images\5.jpg,139.5471802,53.90776825,2,22,21.4489994,0.647000015,0.640999973,0.024,0,11,11.0,0.324000001,0.328999996,0.949000001,1,1,1.0,0.028999999,0.029999999,0.008,0,2,2.0,0.181999996,0.181999996,0.006112134,0,9,9.0,0.818000019,0.818000019,0.913753061,1,2,2.0,0.222000003,0.222000003,0.591134417,0,7,7.0,0.777999997,0.777999997,0.27300408,0,6,6.0,0.666999996,0.666999996,0.998473544,1,3,3.0,0.333000004,0.333000004,1.34e-07,0,0,0.0,0.0,0.0,0.0,0,3,3.0,0.333000004,0.333000004,0.39982679,0,3,3.0,0.333000004,0.333000004,0.399198091,0,3,3.0,0.333000004,0.333000004,0.093622571,0,1,1.0,0.029999999,0.030999999,0.046913119,0,32,31.4489994,0.970000029,0.968999982,0.93694935,1,1,1.0,0.045000002,0.046999998,0.024375097,0,20,20.0,0.908999979,0.931999981,0.937244658,1,1,0.449000001,0.045000002,0.021,0.12684908,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.5,0.5,0.912316218,1,0,0.0,0.0,0.0,0.0,0,1,1.0,0.5,0.5,0.701017207,0
6,datafinal2/images\6.jpg,121.9253464,39.81712723,2,0,0.0,0.0,0.0,0.0,0,36,36.0,0.947000027,0.947000027,1.0,1,2,2.0,0.052999999,0.052999999,0.029999999,0,1,1.0,0.028999999,0.028999999,0.000205289,0,34,34.0,0.971000016,0.971000016,0.984376519,1,5,5.0,0.147,0.147,0.327343744,0,29,29.0,0.852999985,0.852999985,0.557962874,0,33,33.0,0.971000016,0.971000016,0.999958957,1,1,1.0,0.028999999,0.028999999,4.39e-11,0,0,0.0,0.0,0.0,0.0,0,16,16.0,0.470999986,0.470999986,0.496887605,0,15,15.0,0.441000015,0.441000015,0.46927505,0,3,3.0,0.088,0.088,0.038853931,0,22,22.0,0.629000008,0.629000008,0.734794242,0,13,13.0,0.370999992,0.370999992,0.265926019,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.045000002,0.045000002,0.540111773,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.045000002,0.045000002,0.037851871,0,1,1.0,0.045000002,0.045000002,0.030037524,0,0,0.0,0.0,0.0,0.0,0,19,19.0,0.864000022,0.864000022,0.824208772,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0
7,datafinal2/images\7.jpg,179.9827576,56.00159454,2,36,35.5909996,0.899999976,0.898999989,0.72299999,0,0,0.0,0.0,0.0,0.0,0,4,4.0,0.100000001,0.101000004,0.082999997,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3,2.59100008,0.082999997,0.072999999,0.098673453,0,33,33.0,0.916999996,0.926999986,0.88938765,1,31,31.0,0.861000001,0.870999992,0.873613084,1,5,4.59100008,0.138999999,0.128999993,0.090490944,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.333000004,0.386000007,0.376112208,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,1.590999961,0.666999996,0.614000022,0.465418768,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
8,datafinal2/images\8.jpg,186.8540192,53.10353851,2,40,38.9620018,0.870000005,0.866999984,0.800000012,1,3,3.0,0.064999998,0.067000002,0.108999997,0,3,3.0,0.064999998,0.067000002,0.048999999,0,0,0.0,0.0,0.0,0.0,0,3,3.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0,3,3.0,1.0,1.0,1.0,1,2,2.0,0.666999996,0.666999996,0.67498269,0,1,1.0,0.333000004,0.333000004,0.314736668,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.333000004,0.333000004,0.33282152,0,2,2.0,0.666999996,0.666999996,0.66657295,0,0,0.0,0.0,0.0,0.0,0,9,8.305999756,0.214000002,0.202999994,0.206426402,0,33,32.65599823,0.786000013,0.796999991,0.794386403,0,3,1.962000012,0.077,0.052000001,0.051067966,0,32,32.0,0.82099998,0.842999995,0.842908435,1,4,4.0,0.103,0.104999997,0.106877739,0,1,0.305999994,0.111000001,0.037,0.037000005,0,1,1.0,0.111000001,0.119999997,0.119855872,0,6,6.0,0.666999996,0.722000003,0.722424451,0,0,0.0,0.0,0.0,0.0,0,1,1.0,0.111000001,0.119999997,0.119635362,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
9,datafinal2/images\9.jpg,130.8647919,36.2426033,2,8,8.0,0.186000004,0.189999998,0.0,0,32,32.0,0.744000018,0.760999978,0.980000019,1,3,2.055999994,0.07,0.048999999,0.025,0,0,0.0,0.0,0.0,0.0,0,32,32.0,1.0,1.0,1.0,1,2,2.0,0.061999999,0.061999999,0.144953884,0,30,30.0,0.938000023,0.938000023,0.840352898,1,30,30.0,0.938000023,0.938000023,0.999870859,1,2,2.0,0.061999999,0.061999999,2.81e-06,0,12,12.0,0.386999995,0.386999995,0.11213394,0,7,7.0,0.225999996,0.225999996,0.289277509,0,4,4.0,0.128999993,0.128999993,0.271537398,0,8,8.0,0.257999986,0.257999986,0.142519061,0,9,9.0,0.224999994,0.224999994,0.321216219,0,31,31.0,0.774999976,0.774999976,0.678506894,0,1,1.0,0.125,0.125,0.080749348,0,7,7.0,0.875,0.875,0.877525658,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,2,2.0,0.222000003,0.222000003,0.217694897,0,4,4.0,0.444000006,0.444000006,0.310656499,0,3,3.0,0.333000004,0.333000004,0.229745376,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
